AnnotationID,Section,Session_ID,Window_Index,Window_Position,Start_Time,End_Time,n_events,n_users,User_Distribution,Top_User_Share,Dominant_Event,R_event,Dominant_Component,R_component,Event_Distribution,Component_Distribution,Prior_Window_Summary,Next_Window_Summary,Alignment,Dispersion,Stability,Action,Notes
307,Sec-12,32,75,Window 23 of 42 in this session,3/16/2026 8:23,3/16/2026 8:24,28,15,"S1=4, S2=4, S3=3, S4=2, S5=2, S6=2, S7=2, S8=2, S9=1, S10=1, S11=1, S12=1, S13=1, S14=1, S15=1",0.14,Quiz attempt updated,0.357,Quiz,1,"Quiz attempt updated: 10, Quiz attempt viewed: 9, Quiz attempt auto-saved: 8, Quiz attempt summary viewed: 1",Quiz: 28,"W74 [08:22]: 33 events, n_users=17, dominant=Quiz attempt viewed","W76 [08:24]: 41 events, n_users=18, dominant=Quiz attempt viewed",,,,,
308,Sec-12,32,61,Window 9 of 42 in this session,3/16/2026 8:09,3/16/2026 8:10,31,16,"S1=4, S2=3, S3=3, S4=2, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1, S16=1",0.13,Quiz attempt viewed,0.387,Quiz,0.968,"Quiz attempt viewed: 12, Quiz attempt updated: 10, Quiz attempt auto-saved: 6, Course viewed: 1, Course module viewed: 1","Quiz: 30, System: 1","W60 [08:08]: 46 events, n_users=20, dominant=Quiz attempt viewed","W62 [08:10]: 37 events, n_users=19, dominant=Quiz attempt viewed",,,,,
309,Sec-12,32,76,Window 24 of 42 in this session,3/16/2026 8:24,3/16/2026 8:25,41,18,"S1=8, S2=4, S3=3, S4=3, S5=3, S6=3, S7=2, S8=2, S9=2, S10=2, S11=2, S12=1, S13=1, S14=1, S15=1, S16=1, S17=1, S18=1",0.2,Quiz attempt viewed,0.366,Quiz,1,"Quiz attempt viewed: 15, Quiz attempt updated: 15, Quiz attempt auto-saved: 10, Quiz attempt summary viewed: 1",Quiz: 41,"W75 [08:23]: 28 events, n_users=15, dominant=Quiz attempt updated","W77 [08:25]: 68 events, n_users=22, dominant=Quiz attempt updated",,,,,
310,Sec-12,32,85,Window 33 of 42 in this session,3/16/2026 8:33,3/16/2026 8:34,21,7,"S1=6, S2=4, S3=4, S4=3, S5=2, S6=1, S7=1",0.29,Quiz attempt viewed,0.381,Quiz,0.952,"Quiz attempt viewed: 8, Quiz attempt updated: 8, Quiz attempt auto-saved: 2, User graded: 1, Course module viewed: 1","Quiz: 20, System: 1","W84 [08:32]: 22 events, n_users=9, dominant=Quiz attempt updated","W86 [08:34]: 12 events, n_users=6, dominant=Quiz attempt updated",,,,,
311,Sec-12,32,84,Window 32 of 42 in this session,3/16/2026 8:32,3/16/2026 8:33,22,9,"S1=5, S2=4, S3=3, S4=2, S5=2, S6=2, S7=2, S8=1, S9=1",0.23,Quiz attempt updated,0.409,Quiz,0.955,"Quiz attempt updated: 9, Quiz attempt viewed: 8, Quiz attempt auto-saved: 3, Course viewed: 1, Quiz attempt summary viewed: 1","Quiz: 21, System: 1","W83 [08:31]: 19 events, n_users=5, dominant=Quiz attempt updated","W85 [08:33]: 21 events, n_users=7, dominant=Quiz attempt viewed",,,,,
312,Sec-12,80,35,Window 4 of 23 in this session,4/15/2026 8:05,4/15/2026 8:06,18,7,"S1=5, S2=3, S3=3, S4=3, S5=2, S6=1, S7=1",0.28,Course module viewed,0.833,File,0.778,"Course module viewed: 15, Course viewed: 2, The status of the submission has been viewed.: 1","File: 14, System: 2, Assignment: 2","W34 [08:04]: 18 events, n_users=6, dominant=Course module viewed","W36 [08:06]: 6 events, n_users=5, dominant=Course module viewed",,,,,
313,Sec-13,9,10,Window 8 of 17 in this session,2/18/2026 9:18,2/18/2026 9:19,5,3,"S1=2, S2=2, S3=1",0.4,Course module viewed,0.8,File,0.8,"Course module viewed: 4, Course viewed: 1","File: 4, System: 1","W9 [09:17]: 7 events, n_users=4, dominant=Course module viewed","W11 [09:19]: 3 events, n_users=3, dominant=Course viewed",,,,,
314,Sec-13,37,29,Window 18 of 53 in this session,3/16/2026 8:14,3/16/2026 8:15,51,20,"S1=6, S2=4, S3=4, S4=4, S5=4, S6=4, S7=4, S8=3, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=1, S16=1, S17=1, S18=1, S19=1, S20=1",0.12,Quiz attempt viewed,0.412,Quiz,0.98,"Quiz attempt viewed: 21, Quiz attempt updated: 20, Quiz attempt auto-saved: 7, Course viewed: 1, Course module viewed: 1","Quiz: 50, System: 1","W28 [08:13]: 46 events, n_users=15, dominant=Quiz attempt viewed","W30 [08:15]: 44 events, n_users=15, dominant=Quiz attempt viewed",,,,,
315,Sec-13,37,49,Window 38 of 53 in this session,3/16/2026 8:34,3/16/2026 8:35,59,11,"S1=14, S2=12, S3=8, S4=6, S5=5, S6=4, S7=3, S8=2, S9=2, S10=2, S11=1",0.24,Quiz attempt updated,0.458,Quiz,0.983,"Quiz attempt updated: 27, Quiz attempt viewed: 26, Quiz attempt auto-saved: 2, Quiz attempt summary viewed: 1, Quiz attempt submitted: 1","Quiz: 58, System: 1","W48 [08:33]: 105 events, n_users=16, dominant=Quiz attempt updated","W50 [08:35]: 53 events, n_users=11, dominant=Quiz attempt updated",,,,,
316,Sec-13,37,43,Window 32 of 53 in this session,3/16/2026 8:28,3/16/2026 8:29,46,10,"S1=16, S2=11, S3=4, S4=4, S5=3, S6=2, S7=2, S8=2, S9=1, S10=1",0.35,Quiz attempt viewed,0.457,Quiz,1,"Quiz attempt viewed: 21, Quiz attempt updated: 21, Quiz attempt auto-saved: 3, Quiz attempt summary viewed: 1",Quiz: 46,"W42 [08:27]: 59 events, n_users=16, dominant=Quiz attempt updated","W44 [08:29]: 32 events, n_users=13, dominant=Quiz attempt viewed",,,,,
317,Sec-13,37,51,Window 40 of 53 in this session,3/16/2026 8:36,3/16/2026 8:37,65,13,"S1=13, S2=8, S3=7, S4=7, S5=6, S6=5, S7=4, S8=4, S9=4, S10=4, S11=1, S12=1, S13=1",0.2,Quiz attempt updated,0.4,Quiz,0.938,"Quiz attempt updated: 26, Quiz attempt viewed: 23, Course module viewed: 4, Quiz attempt submitted: 3, User graded: 3","Quiz: 61, System: 4","W50 [08:35]: 53 events, n_users=11, dominant=Quiz attempt updated","W52 [08:37]: 73 events, n_users=10, dominant=Quiz attempt viewed",,,,,
318,Sec-13,37,32,Window 21 of 53 in this session,3/16/2026 8:17,3/16/2026 8:18,55,18,"S1=12, S2=6, S3=6, S4=4, S5=4, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=1, S17=1, S18=1",0.22,Quiz attempt viewed,0.473,Quiz,1,"Quiz attempt viewed: 26, Quiz attempt updated: 26, Quiz attempt auto-saved: 3",Quiz: 55,"W31 [08:16]: 38 events, n_users=14, dominant=Quiz attempt viewed","W33 [08:18]: 50 events, n_users=12, dominant=Quiz attempt viewed",,,,,
319,Sec-13,37,35,Window 24 of 53 in this session,3/16/2026 8:20,3/16/2026 8:21,66,18,"S1=16, S2=8, S3=8, S4=5, S5=4, S6=3, S7=3, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=1, S17=1, S18=1",0.24,Quiz attempt viewed,0.455,Quiz,1,"Quiz attempt viewed: 30, Quiz attempt updated: 29, Quiz attempt auto-saved: 6, Quiz attempt started: 1",Quiz: 66,"W34 [08:19]: 72 events, n_users=20, dominant=Quiz attempt viewed","W36 [08:21]: 38 events, n_users=15, dominant=Quiz attempt viewed",,,,,
320,Sec-13,37,28,Window 17 of 53 in this session,3/16/2026 8:13,3/16/2026 8:14,46,15,"S1=9, S2=6, S3=4, S4=4, S5=4, S6=4, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=1, S14=1, S15=1",0.2,Quiz attempt viewed,0.413,Quiz,0.957,"Quiz attempt viewed: 19, Quiz attempt updated: 17, Quiz attempt auto-saved: 4, Course viewed: 2, Course module viewed: 2","Quiz: 44, System: 2","W27 [08:12]: 37 events, n_users=12, dominant=Quiz attempt viewed","W29 [08:14]: 51 events, n_users=20, dominant=Quiz attempt viewed",,,,,
321,Sec-13,37,17,Window 6 of 53 in this session,3/16/2026 8:02,3/16/2026 8:03,19,9,"S1=3, S2=3, S3=2, S4=2, S5=2, S6=2, S7=2, S8=2, S9=1",0.16,Quiz attempt viewed,0.421,Quiz,1,"Quiz attempt viewed: 8, Quiz attempt updated: 8, Quiz attempt auto-saved: 3",Quiz: 19,"W16 [08:01]: 20 events, n_users=9, dominant=Quiz attempt viewed","W18 [08:03]: 21 events, n_users=12, dominant=Quiz attempt auto-saved",,,,,
322,Sec-13,37,60,Window 49 of 53 in this session,3/16/2026 8:45,3/16/2026 8:46,16,5,"S1=7, S2=4, S3=2, S4=2, S5=1",0.44,Quiz attempt updated,0.375,Quiz,0.938,"Quiz attempt updated: 6, Quiz attempt viewed: 5, Quiz attempt auto-saved: 1, Quiz attempt summary viewed: 1, Quiz attempt submitted: 1","Quiz: 15, System: 1","W59 [08:44]: 37 events, n_users=5, dominant=Quiz attempt viewed","W61 [08:46]: 14 events, n_users=4, dominant=Quiz attempt updated",,,,,
323,Sec-13,37,13,Window 2 of 53 in this session,3/16/2026 7:58,3/16/2026 7:59,9,6,"S1=3, S2=2, S3=1, S4=1, S5=1, S6=1",0.33,Course module viewed,0.556,Quiz,0.556,"Course module viewed: 5, Course viewed: 4","Quiz: 5, System: 4","W11 [07:56]: 5 events, n_users=4, dominant=Course viewed","W14 [07:59]: 9 events, n_users=4, dominant=Course module viewed",,,,,
324,Sec-13,37,63,Window 52 of 53 in this session,3/16/2026 8:48,3/16/2026 8:49,28,4,"S1=12, S2=8, S3=4, S4=4",0.43,Quiz attempt updated,0.429,Quiz,0.929,"Quiz attempt updated: 12, Quiz attempt viewed: 11, Quiz attempt summary viewed: 1, Course module viewed: 1, Quiz attempt submitted: 1","Quiz: 26, System: 2","W62 [08:47]: 16 events, n_users=3, dominant=Quiz attempt updated","W64 [08:49]: 20 events, n_users=3, dominant=Quiz attempt updated",,,,,
325,Sec-13,37,39,Window 28 of 53 in this session,3/16/2026 8:24,3/16/2026 8:25,43,14,"S1=14, S2=8, S3=6, S4=2, S5=2, S6=2, S7=2, S8=1, S9=1, S10=1, S11=1, S12=1, S13=1, S14=1",0.33,Quiz attempt viewed,0.419,Quiz,0.977,"Quiz attempt viewed: 18, Quiz attempt updated: 18, Quiz attempt auto-saved: 6, Course viewed: 1","Quiz: 42, System: 1","W38 [08:23]: 73 events, n_users=19, dominant=Quiz attempt updated","W40 [08:25]: 60 events, n_users=21, dominant=Quiz attempt updated",,,,,
326,Sec-13,37,21,Window 10 of 53 in this session,3/16/2026 8:06,3/16/2026 8:07,27,10,"S1=5, S2=3, S3=3, S4=3, S5=3, S6=3, S7=2, S8=2, S9=2, S10=1",0.19,Quiz attempt viewed,0.333,Quiz,0.963,"Quiz attempt viewed: 9, Quiz attempt updated: 9, Quiz attempt auto-saved: 7, Course viewed: 1, Course module viewed: 1","Quiz: 26, System: 1","W20 [08:05]: 18 events, n_users=10, dominant=Quiz attempt viewed","W22 [08:07]: 28 events, n_users=12, dominant=Quiz attempt viewed",,,,,
327,Sec-13,37,27,Window 16 of 53 in this session,3/16/2026 8:12,3/16/2026 8:13,37,12,"S1=12, S2=6, S3=5, S4=3, S5=3, S6=2, S7=1, S8=1, S9=1, S10=1, S11=1, S12=1",0.32,Quiz attempt viewed,0.351,Quiz,0.946,"Quiz attempt viewed: 13, Quiz attempt updated: 12, Quiz attempt auto-saved: 8, Course viewed: 1, Section viewed: 1","Quiz: 35, System: 2","W26 [08:11]: 31 events, n_users=12, dominant=Quiz attempt viewed","W28 [08:13]: 46 events, n_users=15, dominant=Quiz attempt viewed",,,,,
328,Sec-13,37,54,Window 43 of 53 in this session,3/16/2026 8:39,3/16/2026 8:40,23,6,"S1=10, S2=6, S3=2, S4=2, S5=2, S6=1",0.43,Quiz attempt viewed,0.478,Quiz,1,"Quiz attempt viewed: 11, Quiz attempt updated: 11, Quiz attempt auto-saved: 1",Quiz: 23,"W53 [08:38]: 45 events, n_users=7, dominant=Quiz attempt updated","W55 [08:40]: 33 events, n_users=6, dominant=Quiz attempt viewed",,,,,
329,Sec-14,42,54,Window 27 of 44 in this session,3/16/2026 8:25,3/16/2026 8:26,80,16,"S1=22, S2=8, S3=7, S4=6, S5=6, S6=4, S7=4, S8=4, S9=4, S10=3, S11=2, S12=2, S13=2, S14=2, S15=2, S16=2",0.28,Quiz attempt updated,0.4,Quiz,0.925,"Quiz attempt updated: 32, Quiz attempt viewed: 29, Quiz attempt summary viewed: 4, Quiz attempt submitted: 4, User graded: 4","Quiz: 74, System: 6","W53 [08:24]: 56 events, n_users=13, dominant=Quiz attempt updated","W55 [08:26]: 85 events, n_users=13, dominant=Quiz attempt updated",,,,,
330,Sec-14,42,50,Window 23 of 44 in this session,3/16/2026 8:21,3/16/2026 8:22,71,22,"S1=6, S2=6, S3=6, S4=5, S5=4, S6=4, S7=4, S8=4, S9=4, S10=4, S11=3, S12=3, S13=2, S14=2, S15=2, S16=2, S17=2, S18=2, S19=2, S20=2, S21=1, S22=1",0.08,Quiz attempt updated,0.451,Quiz,0.986,"Quiz attempt updated: 32, Quiz attempt viewed: 31, Quiz attempt auto-saved: 4, Quiz attempt summary viewed: 1, User graded: 1","Quiz: 70, System: 1","W49 [08:20]: 73 events, n_users=22, dominant=Quiz attempt updated","W51 [08:22]: 96 events, n_users=17, dominant=Quiz attempt updated",,,,,
331,Sec-14,42,46,Window 19 of 44 in this session,3/16/2026 8:17,3/16/2026 8:18,56,21,"S1=10, S2=10, S3=4, S4=4, S5=3, S6=2, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=1, S16=1, S17=1, S18=1, S19=1, S20=1, S21=1",0.18,Quiz attempt updated,0.429,Quiz,1,"Quiz attempt viewed: 24, Quiz attempt updated: 24, Quiz attempt auto-saved: 8",Quiz: 56,"W45 [08:16]: 30 events, n_users=15, dominant=Quiz attempt auto-saved","W47 [08:18]: 64 events, n_users=24, dominant=Quiz attempt viewed",,,,,
332,Sec-14,42,44,Window 17 of 44 in this session,3/16/2026 8:15,3/16/2026 8:16,49,19,"S1=10, S2=4, S3=4, S4=4, S5=3, S6=3, S7=3, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=1, S15=1, S16=1, S17=1, S18=1, S19=1",0.2,Quiz attempt viewed,0.408,Quiz,1,"Quiz attempt viewed: 20, Quiz attempt updated: 20, Quiz attempt auto-saved: 9",Quiz: 49,"W43 [08:14]: 40 events, n_users=16, dominant=Quiz attempt viewed","W45 [08:16]: 30 events, n_users=15, dominant=Quiz attempt auto-saved",,,,,
333,Sec-14,42,52,Window 25 of 44 in this session,3/16/2026 8:23,3/16/2026 8:24,86,20,"S1=14, S2=12, S3=10, S4=9, S5=6, S6=4, S7=4, S8=4, S9=4, S10=3, S11=2, S12=2, S13=2, S14=2, S15=2, S16=2, S17=1, S18=1, S19=1, S20=1",0.16,Quiz attempt updated,0.43,Quiz,0.953,"Quiz attempt updated: 37, Quiz attempt viewed: 35, Quiz attempt auto-saved: 4, Quiz attempt summary viewed: 2, Course viewed: 2","Quiz: 82, System: 4","W51 [08:22]: 96 events, n_users=17, dominant=Quiz attempt updated","W53 [08:24]: 56 events, n_users=13, dominant=Quiz attempt updated",,,,,
334,Sec-14,42,67,Window 40 of 44 in this session,3/16/2026 8:38,3/16/2026 8:39,11,3,"S1=5, S2=4, S3=2",0.45,Quiz attempt updated,0.364,Quiz,0.909,"Quiz attempt updated: 4, Quiz attempt viewed: 3, Quiz attempt summary viewed: 1, Quiz attempt submitted: 1, User graded: 1","Quiz: 10, System: 1","W66 [08:37]: 13 events, n_users=3, dominant=Quiz attempt viewed","W68 [08:39]: 25 events, n_users=4, dominant=Quiz attempt updated",,,,,
335,Sec-14,42,30,Window 3 of 44 in this session,3/16/2026 8:01,3/16/2026 8:02,18,8,"S1=4, S2=3, S3=2, S4=2, S5=2, S6=2, S7=2, S8=1",0.22,Quiz attempt viewed,0.333,Quiz,0.889,"Quiz attempt viewed: 6, Quiz attempt started: 5, Course module viewed: 3, Course viewed: 2, Quiz attempt updated: 2","Quiz: 16, System: 2","W29 [08:00]: 40 events, n_users=15, dominant=Quiz attempt viewed","W31 [08:02]: 37 events, n_users=17, dominant=Quiz attempt viewed",,,,,
336,Sec-14,42,65,Window 38 of 44 in this session,3/16/2026 8:36,3/16/2026 8:37,15,5,"S1=8, S2=2, S3=2, S4=2, S5=1",0.53,Quiz attempt viewed,0.467,Quiz,1,"Quiz attempt viewed: 7, Quiz attempt updated: 7, Quiz attempt auto-saved: 1",Quiz: 15,"W64 [08:35]: 9 events, n_users=4, dominant=Quiz attempt updated","W66 [08:37]: 13 events, n_users=3, dominant=Quiz attempt viewed",,,,,
337,Sec-14,42,59,Window 32 of 44 in this session,3/16/2026 8:30,3/16/2026 8:31,21,5,"S1=8, S2=6, S3=4, S4=2, S5=1",0.38,Quiz attempt updated,0.381,Quiz,0.905,"Quiz attempt updated: 8, Quiz attempt viewed: 7, Quiz attempt summary viewed: 1, Course module viewed: 1, Quiz attempt submitted: 1","Quiz: 19, System: 2","W58 [08:29]: 79 events, n_users=10, dominant=Quiz attempt updated","W60 [08:31]: 8 events, n_users=4, dominant=Quiz attempt viewed",,,,,
338,Sec-14,42,61,Window 34 of 44 in this session,3/16/2026 8:32,3/16/2026 8:33,21,6,"S1=8, S2=4, S3=4, S4=2, S5=2, S6=1",0.38,Quiz attempt viewed,0.476,Quiz,1,"Quiz attempt viewed: 10, Quiz attempt updated: 10, Quiz attempt auto-saved: 1",Quiz: 21,"W60 [08:31]: 8 events, n_users=4, dominant=Quiz attempt viewed","W62 [08:33]: 14 events, n_users=5, dominant=Quiz attempt updated",,,,,
339,Sec-14,42,35,Window 8 of 44 in this session,3/16/2026 8:06,3/16/2026 8:07,25,13,"S1=3, S2=3, S3=2, S4=2, S5=2, S6=2, S7=2, S8=2, S9=2, S10=2, S11=1, S12=1, S13=1",0.12,Quiz attempt viewed,0.4,Quiz,1,"Quiz attempt viewed: 10, Quiz attempt updated: 10, Quiz attempt auto-saved: 5",Quiz: 25,"W34 [08:05]: 32 events, n_users=16, dominant=Quiz attempt viewed","W36 [08:07]: 39 events, n_users=18, dominant=Quiz attempt viewed",,,,,
340,Sec-14,42,63,Window 36 of 44 in this session,3/16/2026 8:34,3/16/2026 8:35,29,7,"S1=15, S2=6, S3=2, S4=2, S5=2, S6=1, S7=1",0.52,Quiz attempt updated,0.414,Quiz,0.966,"Quiz attempt updated: 12, Quiz attempt viewed: 11, Quiz attempt auto-saved: 2, Quiz attempt summary viewed: 1, User graded: 1","Quiz: 28, System: 1","W62 [08:33]: 14 events, n_users=5, dominant=Quiz attempt updated","W64 [08:35]: 9 events, n_users=4, dominant=Quiz attempt updated",,,,,
341,Sec-14,42,68,Window 41 of 44 in this session,3/16/2026 8:39,3/16/2026 8:40,25,4,"S1=10, S2=10, S3=4, S4=1",0.4,Quiz attempt updated,0.48,Quiz,1,"Quiz attempt updated: 12, Quiz attempt viewed: 12, Quiz attempt auto-saved: 1",Quiz: 25,"W67 [08:38]: 11 events, n_users=3, dominant=Quiz attempt updated","W69 [08:40]: 14 events, n_users=5, dominant=Quiz attempt viewed",,,,,
342,Sec-15,100,15,Window 3 of 15 in this session,4/15/2026 10:10,4/15/2026 10:11,13,9,"S1=3, S2=3, S3=1, S4=1, S5=1, S6=1, S7=1, S8=1, S9=1",0.23,Course module viewed,0.769,File,0.769,"Course module viewed: 10, Course viewed: 3","File: 10, System: 3","W14 [10:09]: 31 events, n_users=13, dominant=Course module viewed","W16 [10:11]: 13 events, n_users=6, dominant=Course module viewed",,,,,
343,Sec-16,3,70,Window 5 of 18 in this session,2/18/2026 11:16,2/18/2026 11:17,11,5,"S1=6, S2=2, S3=1, S4=1, S5=1",0.55,Course module viewed,0.636,File,0.545,"Course module viewed: 7, Course viewed: 3, The status of the submission has been viewed.: 1","File: 6, System: 3, Assignment: 2","W69 [11:15]: 10 events, n_users=6, dominant=Course viewed","W71 [11:17]: 7 events, n_users=3, dominant=Course module viewed",,,,,
344,Sec-17,121,23,Window 11 of 27 in this session,4/13/2026 10:12,4/13/2026 10:13,12,7,"S1=3, S2=2, S3=2, S4=2, S5=1, S6=1, S7=1",0.25,Course module viewed,0.833,File,0.833,"Course module viewed: 10, Course viewed: 2","File: 10, System: 2","W21 [10:10]: 17 events, n_users=5, dominant=Course module viewed","W24 [10:13]: 15 events, n_users=7, dominant=Course module viewed",,,,,
345,Sec-19,9,51,Window 5 of 21 in this session,2/18/2026 12:45,2/18/2026 12:46,9,6,"S1=4, S2=1, S3=1, S4=1, S5=1, S6=1",0.44,Course module viewed,0.556,File,0.444,"Course module viewed: 5, Course viewed: 3, The status of the submission has been viewed.: 1","File: 4, System: 3, Assignment: 2","W39 [12:33]: 5 events, n_users=4, dominant=Course module viewed","W52 [12:46]: 42 events, n_users=15, dominant=Course module viewed",,,,,
346,Sec-19,100,16,Window 9 of 12 in this session,4/15/2026 12:03,4/15/2026 12:04,8,4,"S1=3, S2=2, S3=2, S4=1",0.38,Course module viewed,0.875,File,0.875,"Course module viewed: 7, Course viewed: 1","File: 7, System: 1","W15 [12:02]: 10 events, n_users=5, dominant=Course module viewed","W48 [12:35]: 18 events, n_users=3, dominant=Course module viewed",,,,,
347,Sec-20,99,49,Window 10 of 25 in this session,4/15/2026 12:06,4/15/2026 12:07,11,7,"S1=2, S2=2, S3=2, S4=2, S5=1, S6=1, S7=1",0.18,Course module viewed,0.909,File,0.909,"Course module viewed: 10, Course viewed: 1","File: 10, System: 1","W48 [12:05]: 18 events, n_users=8, dominant=Course module viewed","W50 [12:07]: 4 events, n_users=3, dominant=Course module viewed",,,,,
348,Sec-21,6,66,Window 6 of 8 in this session,2/18/2026 15:05,2/18/2026 15:06,4,3,"S1=2, S2=1, S3=1",0.5,Course module viewed,1,File,1,Course module viewed: 4,File: 4,"W40 [14:39]: 7 events, n_users=4, dominant=Course module viewed","W67 [15:06]: 13 events, n_users=8, dominant=Course module viewed",,,,,
349,Sec-21,134,27,Window 4 of 9 in this session,4/13/2026 14:11,4/13/2026 14:12,11,5,"S1=5, S2=3, S3=1, S4=1, S5=1",0.45,Course module viewed,0.636,File,0.455,"Course module viewed: 7, Course viewed: 3, The status of the submission has been viewed.: 1","File: 5, System: 3, Assignment: 2, URL: 1","W26 [14:10]: 29 events, n_users=12, dominant=Course module viewed","W28 [14:12]: 10 events, n_users=5, dominant=Course module viewed",,,,,
350,Sec-22,116,27,Window 5 of 33 in this session,4/15/2026 13:54,4/15/2026 13:55,7,3,"S1=3, S2=2, S3=2",0.43,Course module viewed,0.714,File,0.714,"Course module viewed: 5, Course viewed: 2","File: 5, System: 2","W25 [13:52]: 10 events, n_users=7, dominant=Course module viewed","W28 [13:55]: 15 events, n_users=3, dominant=Course module viewed",,,,,
351,Sec-01,97,29,Window 8 of 19 in this session,4/14/2026 8:17,4/14/2026 8:18,5,4,"S1=2, S2=1, S3=1, S4=1",0.4,Course viewed,0.6,System,0.6,"Course viewed: 3, Course module viewed: 2","System: 3, File: 2","W24 [08:12]: 5 events, n_users=4, dominant=Course module viewed","W49 [08:37]: 4 events, n_users=4, dominant=Course module viewed",,,,,
352,Sec-01,97,22,Window 5 of 19 in this session,4/14/2026 8:10,4/14/2026 8:11,5,3,"S1=2, S2=2, S3=1",0.4,Course module viewed,0.4,System,0.4,"Course module viewed: 2, Tour started: 1, Course viewed: 1, Section viewed: 1","System: 2, File: 2, User tours: 1","W18 [08:06]: 8 events, n_users=4, dominant=Course module viewed","W23 [08:11]: 20 events, n_users=8, dominant=Course module viewed",,,,,
353,Sec-02,13,65,Window 4 of 7 in this session,2/22/2026 9:02,2/22/2026 9:03,11,6,"S1=3, S2=3, S3=2, S4=1, S5=1, S6=1",0.27,Course viewed,0.455,System,0.545,"Course viewed: 5, Course module viewed: 3, The status of the submission has been viewed.: 2, Section viewed: 1","System: 6, Assignment: 4, File: 1","W64 [09:01]: 13 events, n_users=9, dominant=Course viewed","W66 [09:03]: 28 events, n_users=18, dominant=Course module viewed",,,,,
354,Sec-02,7,1,Window 1 of 5 in this session,2/17/2026 9:21,2/17/2026 9:22,24,11,"S1=5, S2=5, S3=4, S4=2, S5=2, S6=1, S7=1, S8=1, S9=1, S10=1, S11=1",0.21,Course module viewed,0.5,System,0.417,"Course module viewed: 12, Section viewed: 5, Course viewed: 5, The status of the submission has been viewed.: 2","System: 10, File: 9, Assignment: 4, Forum: 1",(none — first retained window of session),"W2 [09:22]: 19 events, n_users=8, dominant=Course viewed",,,,,
355,Sec-02,99,16,Window 6 of 18 in this session,4/19/2026 8:12,4/19/2026 8:13,20,9,"S1=8, S2=5, S3=1, S4=1, S5=1, S6=1, S7=1, S8=1, S9=1",0.4,Course module viewed,0.5,System,0.5,"Course module viewed: 10, Course viewed: 5, Section viewed: 5","System: 10, File: 7, Page: 3","W15 [08:11]: 19 events, n_users=7, dominant=Course module viewed","W17 [08:13]: 26 events, n_users=13, dominant=Course module viewed",,,,,
356,Sec-02,99,18,Window 8 of 18 in this session,4/19/2026 8:14,4/19/2026 8:15,13,7,"S1=4, S2=2, S3=2, S4=2, S5=1, S6=1, S7=1",0.31,Course module viewed,0.385,System,0.538,"Course module viewed: 5, Course viewed: 5, Section viewed: 2, The status of the submission has been viewed.: 1","System: 7, File: 4, Assignment: 2","W17 [08:13]: 26 events, n_users=13, dominant=Course module viewed","W19 [08:15]: 11 events, n_users=6, dominant=Course module viewed",,,,,
357,Sec-03,39,80,Window 3 of 40 in this session,3/15/2026 7:58,3/15/2026 7:59,4,4,"S1=1, S2=1, S3=1, S4=1",0.25,Course viewed,1,System,1,Course viewed: 4,System: 4,"W79 [07:57]: 4 events, n_users=4, dominant=Course viewed","W81 [07:59]: 3 events, n_users=3, dominant=Course viewed",,,,,
358,Sec-03,39,81,Window 4 of 40 in this session,3/15/2026 7:59,3/15/2026 8:00,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,0.667,System,0.667,"Course viewed: 2, Course module viewed: 1","System: 2, Quiz: 1","W80 [07:58]: 4 events, n_users=4, dominant=Course viewed","W83 [08:01]: 6 events, n_users=3, dominant=Course viewed",,,,,
359,Sec-03,118,19,Window 8 of 12 in this session,4/19/2026 8:20,4/19/2026 8:21,56,23,"S1=5, S2=4, S3=4, S4=3, S5=3, S6=3, S7=3, S8=3, S9=3, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=2, S17=2, S18=2, S19=2, S20=2, S21=1, S22=1, S23=1",0.09,Course viewed,0.554,System,0.571,"Course viewed: 31, Course module viewed: 21, Grade user report viewed: 3, User list viewed: 1","System: 32, File: 21, User report: 3","W18 [08:19]: 9 events, n_users=8, dominant=Course viewed","W20 [08:21]: 8 events, n_users=7, dominant=Course module viewed",,,,,
360,Sec-03,84,35,Window 7 of 14 in this session,4/14/2026 8:24,4/14/2026 8:25,52,22,"S1=5, S2=4, S3=3, S4=3, S5=3, S6=3, S7=2, S8=2, S9=2, S10=2, S11=2, S12=2, S13=2, S14=2, S15=2, S16=2, S17=2, S18=2, S19=2, S20=2, S21=2, S22=1",0.1,Course viewed,0.577,System,0.577,"Course viewed: 30, Course module viewed: 22","System: 30, File: 22","W34 [08:23]: 34 events, n_users=17, dominant=Course viewed","W36 [08:25]: 9 events, n_users=4, dominant=Course module viewed",,,,,
